
L1 VD33
L2 PCI_AD[14]
L3 VDD
L4 PCI_AD[13]
L5 VSS
L6 PCI_AD[12]
L7 VD33
L8 PCI_AD[11]
L9 VSS
L10 PCI_AD[10]
L11 VD33
L12 PCI_AD[9]
L13 VDD
L14 PCI_AD[8]
L15 VSS
L16 PCI_AD[7]
L17 VD33
L18 PCI_AD[6]
L19 VSS
L20 PCI_AD[5]
L21 VDD
L22 PCI_AD[4]
L23 VD33
L24 PCI_AD[3]
L25 VSS
L26 PCI_AD[2]
L27 VDD
L28 PCI_AD[1]
L29 VD33
L30 PCI_AD[0]
L31 VSS
 
L32 DDR_DQ[0]
L33 DDR_DQ[1]
L34 VDDP_SSTL
L35 VDDP_SSTL
L36 VD25POC_SSTL
L37 DDR_DQ[2]
L38 DDR_DQ[3]
L39 VSSP_SSTL
L40 VSSP_SSTL
L41 VDDC_SSTL
L42 VSSC_SSTL
L43 DDR_DQ[4]
L44 DDR_DQ[5]
L45 VDDP_SSTL
L46 VDDP_SSTL
L47 VD25_SSTL
L48 DDR_DQ[6]
L49 DDR_DQ[7]
L50 VSSP_SSTL
L51 VSSP_SSTL
L52 VREF_SSTL
L53 VDDC_SSTL
L54 VSSC_SSTL
L55 DDR_DQ[8]
L56 DDR_DQ[9]
L57 VDDP_SSTL
L58 VDDP_SSTL
L59 VSSR_SSTL
L60 DDR_DQ[10]
L61 DDR_DQ[11]
L62 VSSP_SSTL
L63 VSSP_SSTL
L64 VDDC_SSTL
L65 VSSC_SSTL
L66 DDR_DQ[12]
L67 DDR_DQ[13]
L68 VDDP_SSTL
L69 VDDP_SSTL
L70 VD25_SSTL
L71 DDR_DQ[14]
L72 DDR_DQ[15]
L73 VSSP_SSTL
L74 VSSP_SSTL
L75 VDDC_SSTL
L76 VSSC_SSTL
L77 DDR_DQS[0]
L78 DDR_DQS[1]
L79 VDDP_SSTL
L80 VDDP_SSTL
L81 DDR_DQM[0]
L82 DDR_DQM[1]
L83 VSSP_SSTL
L84 VSSP_SSTL
L85 VDDC_SSTL
L86 VSSC_SSTL
L87 DDR_CLK
L88 DDR_nCLK
L89 VDDP_SSTL
L90 VDDP_SSTL
L91 VD25_SSTL
L92 DDR_CKE
L93 DDR_WEB
L94 VSSP_SSTL
L95 VSSP_SSTL
L96 VDDC_SSTL
L97 VSSC_SSTL
L98 DDR_RASB
L99 DDR_CASB
L100 VDDP_SSTL
L101 VDDP_SSTL
L102 DDR_CSB
L103 DDR_BADDR[0]
L104 VSSP_SSTL
L105 VSSP_SSTL
L106 VDDC_SSTL
L107 VSSC_SSTL
L108 DDR_BADDR[1]
L109 DDR_ADDR[0]
L110 VDDP_SSTL
L111 VDDP_SSTL
L112 VD25_SSTL
L113 DDR_ADDR[1]
L114 DDR_ADDR[2]
L115 VSSP_SSTL
L116 VSSP_SSTL
L117 VDDC_SSTL
L118 VSSC_SSTL
L119 DDR_ADDR[3]
L120 DDR_ADDR[4]
L121 VDDP_SSTL
L122 VDDP_SSTL
L123 VSSR_SSTL
L124 DDR_ADDR[5]
L125 DDR_ADDR[6]
L126 VSSP_SSTL
L127 VSSP_SSTL
L128 VREF_SSTL
L129 VDDC_SSTL
L130 VSSC_SSTL
L131 DDR_ADDR[7]
L132 DDR_ADDR[8]
L133 VDDP_SSTL
L134 VDDP_SSTL
L135 VD25_SSTL
L136 DDR_ADDR[9]
L137 DDR_ADDR[10]
L138 VSSP_SSTL
L139 VSSP_SSTL
L140 DDR_ADDR[11]
L141 DDR_ADDR[12]
 
L142 SPI_SDO
L143 VD33
L144 SPI_SDI
L145 VDD
L146 SPI_SCK
L147 VSS
L148 SPI_nSS
L149 I2S_MCLK
L150 I2S_BCLK
L151 VD33
L152 I2S_LRCLK
L153 VDD
L154 I2S_SDO
L155 VSS
L156 I2S_SDI
L157 I2C_SDA
L158 I2C_SCL
 
L159 p_MPLL_DVSS
L160 p_MPLL_DVDD
L161 p_MPLL_AHVSSG
L162 p_MPLL_AHVDDG
L163 p_MPLL_AHVSS
L164 p_MPLL_AHVDD
L165 p_MPLL_IOVDD
L166 p_MPLL_IOVSS
 
B1 VD33
B2 SMC_nCS[0]
B3 SMC_nCS[1]
B4 SMC_nCS[2]
B5 VD33
B6 SMC_nCS[3]
B7 SMC_nOE
B8 SMC_nWR[0]
B9 SMC_nWR[1]
B10 SMC_DATA[0]
B11 VD33
B12 SMC_DATA[1]
B13 SMC_DATA[2]
B14 SMC_DATA[3]
B15 VD33
B16 SMC_DATA[4]
B17 VDD
B18 SMC_DATA[5]
B19 VSS
B20 SMC_DATA[6]
B21 SMC_DATA[7]
B22 SMC_DATA[8]
B23 VD33
B24 SMC_DATA[9]
B25 VDD
B26 SMC_DATA[10]
B27 VSS
B28 SMC_DATA[11]
B29 SMC_DATA[12]
B30 SMC_DATA[13]
B31 VD33
B32 SMC_DATA[14]
B33 VDD
B34 SMC_DATA[15]
B35 VSS
B36 SMC_ADDR3_0[0]
B37 VD33
B38 SMC_ADDR3_0[1]
B39 VDD
B40 SMC_ADDR3_0[2]
B41 VSS
B42 SMC_ADDR3_0[3]
B43 SMC_ADDR9_4[4]
B44 SMC_ADDR9_4[5]
B45 VD33
B46 SMC_ADDR9_4[6]
B47 VDD
B48 SMC_ADDR9_4[7]
B49 VSS
B50 SMC_ADDR9_4[8]
B51 VD33
B52 SMC_ADDR9_4[9]
B53 VDD
B54 SMC_ADDR13_10[10]
B55 VSS
B56 SMC_ADDR13_10[11]
B57 SMC_ADDR13_10[12]
B58 SMC_ADDR13_10[13]
B59 VD33
B60 SMC_ADDR19_14[14]
B61 VDD
B62 SMC_ADDR19_14[15]
B63 VSS
B64 SMC_ADDR19_14[16]
B65 SMC_ADDR19_14[17]
B66 SMC_ADDR19_14[18]
B67 VD33
B68 SMC_ADDR19_14[19]
B69 VDD
B70 SMC_ADDR26_20[20]
B71 VSS
B72 SMC_ADDR26_20[21]
B73 SMC_ADDR26_20[22]
B74 SMC_ADDR26_20[23]
B75 VD33
B76 SMC_ADDR26_20[24]
B77 VDD
B78 SMC_ADDR26_20[25]
B79 VSS
B80 SMC_ADDR26_20[26]
B81 ARMICE_nSRST
B82 ARMICE_nTRST
B83 VD33
B84 ARMICE_TCK
B85 VDD
B86 ARMICE_RTCK
B87 VSS
B88 ARMICE_TMS
B89 ARMICE_TDI
B90 ARMICE_TDO
B91 VD33
B92 EXT_INT[0]
B93 VDD
B94 EXT_INT[1]
B95 VSS
B96 EXT_INT[2]
B97 EXT_INT[3]
B98 MSEL[0]
B99 VD33
B100 MSEL[1]
B101 VDD
B102 PRST
B103 VSS
B104 TXEN
B105 RXEN
B106 rs_sysfifo_en
B107 VD33
B108 sfc_sf_start
B109 VDD
B110 PCLK
B111 VSS
B112 PHYACTIVE
B113 DATAEN
B114 CCASTATUS
B115 VD33
B116 MDATA[0]
B117 VDD
B118 MDATA[1]
B119 VSS
B120 MDATA[2]
B121 MDATA[3]
B122 MDATA[4]
B123 VD33
B124 MDATA[5]
B125 VDD
B126 MDATA[6]
B127 VSS
B128 MDATA[7]
B129 SDATA
B130 RFSEL
B131 VD33
B132 TxAtten[0]
B133 VDD
B134 TxAtten[1]
B135 VSS
B136 TxAtten[2]
B137 VD33
B138 TxAtten[3]
B139 VDD
B140 TxAtten[4]
B141 VSS
B142 TxAtten[5]
B143 VD33
B144 Rx_FixAtten
B145 VDD
B146 RxGainQ[0]
B147 VSS
B148 RxGainQ[1]
B149 VD33
B150 RxGainQ[2]
B151 VDD
B152 RxGainQ[3]
B153 VSS
B154 RxGainQ[4]
B155 VDD
B156 RxGainQ[5]
B157 VDD
B158 BandSel[0]
B159 VSS
B160 BandSel[1]
B161 VSS
B162 RF_SPI_CLK
B163 RF_SIG0
B164 RF_SIG1
B165 VD33
B166 RF_SIG2
B167 VD33
B168 RF_SIG3
B169 RF_SIG4
B170 RF_SIG5
B171 VD33
B172 RF_SIG6
 
R1 p_PLL_AHVDD
R2 p_PLL_AHVSS
R3 p_PLL_AHVDDG
R4 p_PLL_AHVSSG
R5 p_PLL_DVDD
R6 p_PLL_DVSS
R7 p_PLL_IOVDD
R8 p_PLL_IOVSS
 
R9 VD33
R10 VDD
R11 VSS
R12 RF_SIG7
R13 RF_SIG8
R14 RF_SIG9
R15 RF_SIG10
R16 VD33
R17 VDD
R18 VSS
R19 cdy_div4clk
R20 cdy_div8clk
R21 cdy_div16clk
R22 CLK33M
R23 VD33
R24 VDD
R25 VSS
 
R26 p_LVDS_IOVDD
R27 p_LVDS_IOVSS
R28 p_LVDS_PWR
R29 p_LVDS_CVSS
R30 p_LVDS_CVDD
R31 VRES
R32 FOUT_TXQB
R33 FOUT_TXQ
R34 BANDSEL_0_TXQB
R35 BANDSEL_0_TXQ
R36 BANDSEL_1_TXQB
R37 BANDSEL_1_TXQ
 
R38 VD33
R39 VDD
R40 VSS
R41 VDD
R42 VSS
R43 VDD
R44 VSS
R45 iadcx_aincm
R46 iqadcx_avdd
R47 iqadcx_agnd
R48 iqadcx_avdd
R49 iqadcx_agnd
R50 iadcx_ain_p
R51 iadcx_ain_m
R52 iqadcx_avdd
R53 iqadcx_agnd
R54 x_atb_p
R55 x_atb_m
R56 iadcx_rext
R57 x_iognd
R58 x_iovdd
R59 iqadcx_avdd
R60 iqadcx_agnd
R61 qadcx_ain_m
R62 qadcx_ain_p
R63 iqadcx_avdd
R64 iqadcx_agnd
R65 iqadcx_avdd
R66 iqadcx_agnd
R67 cdx_vcm
R68 cdx_clk_p
R69 cdx_clk_m
R70 x_guard
R71 idacx_iout_p
R72 idacx_iout_m
R73 iqdacx_avdd
R74 idacx_rext
R75 iqdacx_agnd
R76 qdacx_iout_m
R77 qdacx_iout_p
T1 VD33
T2 LED[0]
T3 VDD
T4 LED[1]
T5 VSS
T6 nRST
T7 eCLK
T8 TCLK
T9 VD33
T10 CLKSEL[0]
T11 VDD
T12 CLKSEL[1]
T13 VSS
T14 PMODE[0]
T15 PMODE[1]
T16 CLKMODE
T17 VD33
T18 ScanEn
T19 VDD
T20 BistEn
T21 VSS
T22 BClk
T23 TestMode[0]
T24 TestMode[1]
T25 TestMode[2]
T26 nRESET
T27 VD33
T28 RXD_0
T29 VDD
T30 TXD_0
T31 VSS
T32 RXD_1
T33 TXD_1
T34 GPIO0[0]
T35 VD33
T36 GPIO0[1]
T37 VDD
T38 GPIO0[2]
T39 VSS
T40 GPIO0[3]
T41 GPIO0[4]
T42 GPIO0[5]
T43 VD33
T44 GPIO0[6]
T45 VDD
T46 GPIO0[7]
T47 VSS
T48 NF_IO[0]
T49 NF_IO[1]
T50 NF_IO[2]
T51 VD33
T52 NF_IO[3]
T53 VDD
T54 NF_IO[4]
T55 VSS
T56 NF_IO[5]
T57 NF_IO[6]
T58 NF_IO[7]
T59 VD33
T60 NF_CLE
T61 VDD
T62 NF_ALE
T63 VSS
T64 NF_nCE0
T65 NF_nCE1
T66 NF_nRE
T67 VD33
T68 NF_nWE
T69 VDD
T70 NF_RnB0
T71 VSS
T72 NF_RnB1
T73 PCI_CLKi
T74 PCI_CLKo
T75 VD33
T76 PCI_RESET
T77 VSS
T78 PCI_INTA
T79 VD33
T80 PCI_INTB
T81 VDD
T82 PCI_INTC
T83 VSS
T84 PCI_INTD
T85 PCI_BRIDGE_GNT
T86 PCI_BRIDGE_REQ
T87 VD33
T88 PCI_ARB_GNT[3]
T89 VSS
T90 PCI_ARB_GNT[2]
T91 VD33
T92 PCI_ARB_GNT[1]
T93 VDD
T94 PCI_ARB_GNT[0]
T95 VSS
T96 PCI_ARB_REQ[3]
T97 VD33
T98 PCI_ARB_REQ[2]
T99 VSS
T100 PCI_ARB_REQ[1]
T101 VD33
T102 PCI_ARB_REQ[0]
T103 VDD
T104 PCI_AD[31]
T105 VSS
T106 PCI_AD[30]
T107 VD33
T108 PCI_AD[29]
T109 VSS
T110 PCI_AD[28]
T111 VD33
T112 PCI_AD[27]
T113 VDD
T114 PCI_AD[26]
T115 VSS
T116 PCI_AD[25]
T117 PCI_AD[24]
T118 PCI_AD[23]
T119 VD33
T120 PCI_AD[22]
T121 VSS
T122 PCI_AD[21]
T123 VD33
T124 PCI_AD[20]
T125 VDD
T126 PCI_AD[19]
T127 VSS
T128 PCI_AD[18]
T129 VD33
T130 PCI_AD[17]
T131 VSS
T132 PCI_AD[16]
T133 VD33
T134 PCI_CBE[3]
T135 VDD
T136 PCI_CBE[2]
T137 VSS
T138 PCI_FRAME
T139 PCI_IRDY
T140 PCI_TRDY
T141 VD33
T142 PCI_IDSEL
T143 VSS
T144 PCI_DEVSEL
T145 VD33
T146 PCI_STOP
T147 VDD
T148 PCI_PERR
T149 VSS
T150 PCI_SERR
T151 VD33
T152 PCI_PAR
T153 VDD
T154 PCI_CBE[1]
T155 VSS
T156 PCI_CBE[0]
T157 PCI_AD[15]
