Release 7.1.04i - par H.42
Copyright (c) 1995-2005 Xilinx, Inc.  All rights reserved.

Wed Jul 04 00:51:38 2007


INPUT FILE:       FPGA1_map.ncd
OUTPUT FILE:      FPGA1_pad.txt
PART TYPE:        xc4vlx200
SPEED GRADE:      -10
PACKAGE:          ff1513

Pinout by Pin Number:

+----------+---------------------+---------+--------------------+---------+-----------+--------------+----------+---------+-----------+---------+---------+----------+---------+-----------+----------------+
|Pin Number|Signal Name          |Pin Usage|Pin Name            |Direction|IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|DCI Value|IO Register|Signal Integrity|
|K1        |                     |IOBS     |IO_L6N_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|K2        |                     |IOBM     |IO_L6P_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|K3        |                     |IOBS     |IO_L2N_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|K4        |                     |IOBM     |IO_L2P_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|K5        |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K6        |                     |IOBS     |IO_L23N_VRP_10      |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|K7        |                     |IOBM     |IO_L20P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|K8        |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|K9        |CLK200M_Out          |IOB      |IO_L32N_6           |OUTPUT   |LVCMOS25   |6             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K10       |                     |         |VCCO_6              |         |           |6             |          |         |           |         |2.50     |          |         |           |                |
|K11       |                     |IOBM     |IO_L31P_6           |UNUSED   |           |6             |          |         |           |         |         |          |         |           |                |
|K12       |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|K13       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K14       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|K15       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K16       |                     |LOWCAPIOB|IO_L2P_D29_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|K17       |                     |LOWCAPIOB|IO_L36N_VREF_LC_1   |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|K18       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|K19       |                     |LOWCAPIOB|IO_L2N_GC_VRP_LC_3  |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|K20       |                     |         |VCCO_3              |         |           |3             |          |         |           |         |2.50     |          |         |           |                |
|K21       |                     |LOWCAPIOB|IO_L8N_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|K22       |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|K23       |                     |LOWCAPIOB|IO_L33N_CC_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|K24       |                     |LOWCAPIOB|IO_L35P_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|K25       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K26       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|K27       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K28       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|K29       |HADDR_M0[3]          |IOB      |IO_L20N_VREF_5      |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K30       |                     |         |VCCO_5              |         |           |5             |          |         |           |         |2.50     |          |         |           |                |
|K31       |HBURST_M0[1]         |IOB      |IO_L30N_5           |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K32       |HWDATA_M0[16]        |IOB      |IO_L9N_CC_LC_9      |OUTPUT   |LVCMOS25   |9             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K33       |HWDATA_M0[31]        |IOB      |IO_L17P_9           |OUTPUT   |LVCMOS25   |9             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K34       |HWDATA_M0[28]        |IOB      |IO_L15N_9           |OUTPUT   |LVCMOS25   |9             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|K35       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|K36       |HRDATA_M0[9]         |IOB      |IO_L22P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|K37       |HRDATA_M0[19]        |IOB      |IO_L27P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|K38       |HRDATA_M0[20]        |IOB      |IO_L27N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|K39       |HRDATA_M0[25]        |IOB      |IO_L30P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L1        |                     |IOBM     |IO_L10P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|L2        |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L3        |                     |IOBS     |IO_L7N_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|L4        |                     |IOBM     |IO_L7P_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|L5        |                     |IOBM     |IO_L5P_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|L6        |                     |IOBM     |IO_L29P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|L7        |                     |         |VCCO_10             |         |           |10            |          |         |           |         |any******|          |         |           |                |
|L8        |                     |IOBS     |IO_L20N_VREF_10     |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|L9        |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|L10       |CLK100M_Out          |IOB      |IO_L32P_6           |OUTPUT   |LVCMOS25   |6             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|L11       |CLK50M_Out           |IOB      |IO_L31N_6           |OUTPUT   |LVCMOS25   |6             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|L12       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L13       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|L14       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L15       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|L16       |                     |LOWCAPIOB|IO_L2N_D28_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|L17       |                     |         |VCCO_1              |         |           |1             |          |         |           |         |any******|          |         |           |                |
|L18       |                     |LOWCAPIOB|IO_L20P_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|L19       |                     |LOWCAPIOB|IO_L6N_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|L20       |                     |LOWCAPIOB|IO_L6P_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|L21       |                     |LOWCAPIOB|IO_L8P_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|L22       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L23       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|L24       |                     |LOWCAPIOB|IO_L33P_CC_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|L25       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|L26       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L27       |                     |         |VCCO_5              |         |           |5             |          |         |           |         |2.50     |          |         |           |                |
|L28       |HADDR_M0[29]         |IOB      |IO_L25N_CC_LC_5     |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|L29       |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|L30       |HPROT_M0[1]          |IOB      |IO_L32P_5           |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|L31       |HPROT_M0[2]          |IOB      |IO_L32N_5           |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|L32       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|L33       |HRDATA_M0[0]         |IOB      |IO_L17N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L34       |HRDATA_M0[5]         |IOB      |IO_L20P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L35       |HRDATA_M0[6]         |IOB      |IO_L20N_VREF_9      |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L36       |HRDATA_M0[10]        |IOB      |IO_L22N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L37       |                     |         |VCCO_9              |         |           |9             |          |         |           |         |2.50     |          |         |           |                |
|L38       |HRDATA_M0[27]        |IOB      |IO_L31P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|L39       |HRDATA_M0[26]        |IOB      |IO_L30N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M1        |                     |IOBS     |IO_L10N_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|M2        |                     |LOWCAPIOB|IO_L8N_CC_LC_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|M3        |                     |LOWCAPIOB|IO_L8P_CC_LC_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|M4        |                     |         |VCCO_14             |         |           |14            |          |         |           |         |2.50     |          |         |           |                |
|M5        |                     |IOBS     |IO_L5N_14           |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|M6        |                     |IOBS     |IO_L29N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|M7        |                     |IOBS     |IO_L27N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|M8        |                     |IOBM     |IO_L27P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|M9        |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|M10       |                     |IOBM     |IO_L14P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|M11       |                     |IOBM     |IO_L11P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|M12       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M13       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|M14       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M15       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|M16       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M17       |                     |LOWCAPIOB|IO_L34P_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|M18       |                     |LOWCAPIOB|IO_L20N_VREF_LC_1   |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|M19       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|M20       |                     |LOWCAPIOB|IO_L5N_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|M21       |                     |LOWCAPIOB|IO_L5P_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|M22       |                     |LOWCAPIOB|IO_L3N_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|M23       |                     |LOWCAPIOB|IO_L31N_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|M24       |                     |         |VCCO_1              |         |           |1             |          |         |           |         |any******|          |         |           |                |
|M25       |                     |LOWCAPIOB|IO_L5P_D23_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|M26       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M27       |HADDR_M0[28]         |IOB      |IO_L25P_CC_LC_5     |OUTPUT   |LVCMOS25   |5             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|M28       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M29       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|M30       |HWDATA_M0[23]        |IOB      |IO_L13P_9           |OUTPUT   |LVCMOS25   |9             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|M31       |HWDATA_M0[24]        |IOB      |IO_L13N_9           |OUTPUT   |LVCMOS25   |9             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|M32       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|M33       |HRDATA_M0[13]        |IOB      |IO_L24P_CC_LC_9     |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M34       |                     |         |VCCO_9              |         |           |9             |          |         |           |         |2.50     |          |         |           |                |
|M35       |HRDATA_M0[17]        |IOB      |IO_L26P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M36       |HRDATA_M0[29]        |IOB      |IO_L32P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M37       |HRDATA_M0[30]        |IOB      |IO_L32N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M38       |HRDATA_M0[28]        |IOB      |IO_L31N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M39       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N1        |                     |         |VCCO_14             |         |           |14            |          |         |           |         |2.50     |          |         |           |                |
|N2        |                     |IOBS     |IO_L13N_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|N3        |                     |IOBM     |IO_L13P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|N4        |                     |LOWCAPIOB|IO_L9N_CC_LC_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|N5        |                     |LOWCAPIOB|IO_L9P_CC_LC_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|N6        |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N7        |                     |IOBM     |IO_L30P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|N8        |                     |IOBS     |IO_L28N_VREF_10     |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|N9        |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N10       |                     |IOBS     |IO_L14N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|N11       |                     |         |VCCO_10             |         |           |10            |          |         |           |         |any******|          |         |           |                |
|N12       |                     |IOBS     |IO_L11N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|N13       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N14       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N15       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N16       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N17       |                     |LOWCAPIOB|IO_L34N_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|N18       |                     |LOWCAPIOB|IO_L18N_VRP_LC_1    |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|N19       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N20       |                     |LOWCAPIOB|IO_L1N_GC_CC_LC_3   |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|N21       |                     |         |VCCO_3              |         |           |3             |          |         |           |         |2.50     |          |         |           |                |
|N22       |                     |LOWCAPIOB|IO_L3P_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|N23       |                     |LOWCAPIOB|IO_L31P_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|N24       |                     |LOWCAPIOB|IO_L5N_D22_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|N25       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N26       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N27       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N28       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N29       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|N30       |HRDATA_M0[3]         |IOB      |IO_L19P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N31       |                     |         |VCCO_9              |         |           |9             |          |         |           |         |2.50     |          |         |           |                |
|N32       |HRDATA_M0[14]        |IOB      |IO_L24N_CC_LC_9     |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N33       |HRDATA_M0[21]        |IOB      |IO_L28P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N34       |HRDATA_M0[22]        |IOB      |IO_L28N_VREF_9      |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N35       |HRDATA_M0[18]        |IOB      |IO_L26N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N36       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|N37       |AWADDR_DDR[4]        |IOB      |IO_L5P_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N38       |AWADDR_DDR[5]        |IOB      |IO_L5N_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N39       |AWADDR_DDR[6]        |IOB      |IO_L6P_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P1        |                     |IOBS     |IO_L16N_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|P2        |                     |IOBM     |IO_L16P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|P3        |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P4        |                     |IOBS     |IO_L12N_VREF_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|P5        |                     |IOBM     |IO_L12P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|P6        |                     |IOBM     |IO_L11P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|P7        |                     |IOBS     |IO_L30N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|P8        |                     |         |VCCO_10             |         |           |10            |          |         |           |         |any******|          |         |           |                |
|P9        |                     |IOBM     |IO_L28P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|P10       |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|P11       |                     |LOWCAPIOB|IO_L25P_CC_LC_10    |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|P12       |                     |IOBM     |IO_L19P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|P13       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P14       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|P15       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P16       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|P17       |                     |LOWCAPIOB|IO_L32P_CC_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|P18       |                     |         |VCCO_1              |         |           |1             |          |         |           |         |any******|          |         |           |                |
|P19       |                     |LOWCAPIOB|IO_L18P_VRN_LC_1    |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|P20       |                     |LOWCAPIOB|IO_L1P_GC_CC_LC_3   |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|P21       |                     |LOWCAPIOB|IO_L7N_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|P22       |                     |LOWCAPIOB|IO_L7P_GC_LC_3      |UNUSED   |           |3             |          |         |           |         |         |          |         |           |                |
|P23       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P24       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|P25       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P26       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|P27       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P28       |                     |         |VCCO_9              |         |           |9             |          |         |           |         |2.50     |          |         |           |                |
|P29       |HRDATA_M0[4]         |IOB      |IO_L19N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P30       |                     |         |VCCAUX              |         |           |              |          |         |           |         |2.5      |          |         |           |                |
|P31       |HRDATA_M0[23]        |IOB      |IO_L29P_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P32       |HRDATA_M0[24]        |IOB      |IO_L29N_9           |INPUT    |LVCMOS25   |9             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P33       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|P34       |HRESP_M0[0]          |IOB      |IO_L2P_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P35       |HRESP_M0[1]          |IOB      |IO_L2N_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P36       |AWADDR_DDR[2]        |IOB      |IO_L4P_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P37       |AWADDR_DDR[3]        |IOB      |IO_L4N_VREF_13      |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|P38       |                     |         |VCCO_13             |         |           |13            |          |         |           |         |2.50     |          |         |           |                |
|P39       |AWADDR_DDR[7]        |IOB      |IO_L6N_13           |INPUT    |LVCMOS25   |13            |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|R1        |                     |IOBS     |IO_L20N_VREF_14     |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|R2        |                     |IOBM     |IO_L20P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|R3        |                     |IOBS     |IO_L18N_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|R4        |                     |IOBM     |IO_L18P_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|R5        |                     |         |VCCO_14             |         |           |14            |          |         |           |         |2.50     |          |         |           |                |
|R6        |                     |IOBS     |IO_L11N_14          |UNUSED   |           |14            |          |         |           |         |         |          |         |           |                |
|R7        |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|R8        |                     |IOBS     |IO_L31N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R9        |                     |IOBM     |IO_L31P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R10       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|R11       |                     |LOWCAPIOB|IO_L25N_CC_LC_10    |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R12       |                     |IOBS     |IO_L19N_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R13       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|R14       |                     |IOBM     |IO_L17P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R15       |                     |         |VCCO_10             |         |           |10            |          |         |           |         |any******|          |         |           |                |
|R16       |                     |IOBM     |IO_L13P_10          |UNUSED   |           |10            |          |         |           |         |         |          |         |           |                |
|R17       |                     |LOWCAPIOB|IO_L32N_CC_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|R18       |                     |LOWCAPIOB|IO_L30N_LC_1        |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|R19       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|R20       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
|R21       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|R22       |                     |LOWCAPIOB|IO_L7N_D18_LC_1     |UNUSED   |           |1             |          |         |           |         |         |          |         |           |                |
|R23       |                     |         |VCCINT              |         |           |              |          |         |           |         |1.2      |          |         |           |                |
|R24       |                     |         |GND                 |         |           |              |          |         |           |         |         |          |         |           |                |
